,bottle,producer,color,shape,age,weight,simple_surface,color_shape
4859,4859,Monica,green,artistic,3,,160.08259999999999,green_artistic
4860,4860,Romeo,green,long,45,,246.4212,green_long
4861,4861,Romeo,green,long,51,,340.7728,green_long
4862,4862,Pietro,green,long,1,,369.8145,green_long
4863,4863,Romeo,green,long,23,,405.972,green_long
4864,4864,Pietro,green,long,57,,396.30449999999996,green_long
4865,4865,Pietro,green,long,27,,428.9774,green_long
4866,4866,Monica,blue,premium,16,,302.948,blue_premium
4867,4867,Pietro,green,long,45,,377.9454,green_long
4868,4868,Monica,yellow,long,51,,365.8984,yellow_long
4869,4869,Monica,green,artistic,20,,442.1074,green_artistic
4870,4870,Pietro,green,long,59,,385.1624,green_long
4871,4871,Monica,yellow,premium,25,,314.2866,yellow_premium
4872,4872,Monica,green,onion,13,,211.21810000000002,green_onion
4873,4873,Pietro,green,long,39,,384.7872,green_long
4874,4874,Monica,green,artistic,54,,133.76,green_artistic
4875,4875,Monica,yellow,premium,21,,277.45500000000004,yellow_premium
4876,4876,Monica,green,artistic,12,,195.80399999999997,green_artistic
4877,4877,Pietro,green,long,18,,339.0368,green_long
4878,4878,Pietro,yellow,premium,33,,331.8171,yellow_premium
4879,4879,Pietro,green,long,25,,294.3732,green_long
4880,4880,Monica,green,onion,52,,269.84999999999997,green_onion
4881,4881,Pietro,blue,long,13,,358.986,blue_long
4882,4882,Pietro,yellow,long,13,,347.165,yellow_long
4883,4883,Romeo,green,premium,26,,336.75600000000003,green_premium
4884,4884,Pietro,green,long,6,,322.579,green_long
4885,4885,Pietro,green,long,19,,398.286,green_long
4886,4886,Pietro,green,long,7,,328.4088,green_long
4887,4887,Pietro,green,long,12,,384.42810000000003,green_long
4888,4888,Monica,green,onion,50,,396.755,green_onion
4889,4889,Romeo,green,premium,13,,306.79679999999996,green_premium
4890,4890,Pietro,green,long,50,,318.65999999999997,green_long
4891,4891,Romeo,blue,premium,40,,294.234,blue_premium
4892,4892,Monica,green,long,11,,351.712,green_long
4893,4893,Pietro,green,onion,1,,246.18599999999998,green_onion
4894,4894,Monica,green,artistic,55,,210.5205,green_artistic
4895,4895,Romeo,blue,premium,20,,325.58279999999996,blue_premium
4896,4896,Romeo,green,premium,9,4.6225000000000005,326.62010000000004,green_premium
4897,4897,Romeo,green,long,7,,314.9454,green_long
4898,4898,Monica,blue,artistic,26,,310.8666,blue_artistic
4899,4899,Romeo,green,long,14,,442.5308,green_long
4900,4900,Monica,green,long,35,,392.116,green_long
4901,4901,Monica,green,premium,18,,306.32939999999996,green_premium
4902,4902,Romeo,green,long,35,,306.4667,green_long
4903,4903,Romeo,green,premium,0,,321.1989,green_premium
4904,4904,Monica,green,premium,34,,332.86560000000003,green_premium
4905,4905,Pietro,green,long,4,,390.3861,green_long
4906,4906,Pietro,green,long,29,,386.48490000000004,green_long
4907,4907,Romeo,blue,premium,4,,298.27360000000004,blue_premium
4908,4908,Pietro,blue,long,20,,353.628,blue_long
4909,4909,Pietro,green,long,20,,293.26500000000004,green_long
4910,4910,Monica,green,artistic,42,,275.851,green_artistic
4911,4911,Romeo,yellow,premium,27,,289.1533,yellow_premium
4912,4912,Monica,green,artistic,48,,109.89720000000001,green_artistic
4913,4913,Romeo,green,premium,27,,289.5432,green_premium
4914,4914,Romeo,yellow,premium,20,,300.012,yellow_premium
4915,4915,Monica,green,long,8,,325.9818,green_long
4916,4916,Pietro,green,long,54,,356.2896,green_long
4917,4917,Monica,green,artistic,29,,225.0523,green_artistic
4918,4918,Pietro,green,premium,12,,316.695,green_premium
4919,4919,Monica,green,onion,27,,301.1712,green_onion
4920,4920,Romeo,green,long,19,,360.02520000000004,green_long
4921,4921,Romeo,green,long,26,,391.1544,green_long
4922,4922,Monica,green,artistic,53,,162.34019999999998,green_artistic
4923,4923,Pietro,blue,long,53,,291.0054,blue_long
4924,4924,Pietro,green,long,55,,399.1471,green_long
4925,4925,Monica,yellow,artistic,10,,170.6155,yellow_artistic
4926,4926,Pietro,green,long,10,,426.27230000000003,green_long
4927,4927,Monica,green,long,11,,299.0219,green_long
4928,4928,Monica,green,artistic,16,,408.0406,green_artistic
4929,4929,Romeo,green,artistic,42,,285.476,green_artistic
4930,4930,Pietro,green,onion,34,,266.3395,green_onion
4931,4931,Romeo,green,premium,11,,290.3128,green_premium
4932,4932,Monica,green,premium,52,,315.085,green_premium
4933,4933,Pietro,green,long,49,,370.12359999999995,green_long
4934,4934,Monica,blue,onion,44,,271.17109999999997,blue_onion
4935,4935,Pietro,green,onion,58,,303.114,green_onion
4936,4936,Romeo,yellow,long,18,,285.7536,yellow_long
4937,4937,Pietro,green,long,16,,301.719,green_long
4938,4938,Romeo,green,premium,40,,299.39160000000004,green_premium
4939,4939,Monica,blue,artistic,17,,237.95579999999998,blue_artistic
4940,4940,Monica,blue,onion,3,,372.8745,blue_onion
4941,4941,Monica,green,artistic,54,,523.8277,green_artistic
4942,4942,Pietro,blue,onion,49,,341.4712,blue_onion
4943,4943,Pietro,yellow,long,32,,380.5035,yellow_long
4944,4944,Monica,green,artistic,49,,347.332,green_artistic
4945,4945,Monica,green,premium,55,,317.346,green_premium
4946,4946,Pietro,green,long,22,,372.35839999999996,green_long
4947,4947,Monica,green,long,25,,405.54359999999997,green_long
4948,4948,Romeo,green,long,55,,372.2538,green_long
4949,4949,Monica,green,artistic,20,,266.1372,green_artistic
4950,4950,Pietro,green,long,27,,415.1247,green_long
4951,4951,Pietro,blue,long,44,,262.359,blue_long
4952,4952,Pietro,green,long,12,,336.0123,green_long
4953,4953,Pietro,green,long,33,,375.15000000000003,green_long
4954,4954,Monica,green,premium,18,,304.30400000000003,green_premium
4955,4955,Romeo,green,artistic,24,,235.662,green_artistic
4956,4956,Pietro,green,onion,52,,350.33600000000007,green_onion
4957,4957,Monica,blue,artistic,18,,342.08,blue_artistic
4958,4958,Pietro,green,long,57,,317.502,green_long
4959,4959,Pietro,yellow,long,37,,478.87769999999995,yellow_long
4960,4960,Monica,green,long,51,,371.41859999999997,green_long
4961,4961,Pietro,green,long,12,,301.91,green_long
4962,4962,Pietro,green,long,12,,384.45300000000003,green_long
4963,4963,Monica,blue,artistic,32,,212.1608,blue_artistic
4964,4964,Pietro,green,long,43,,362.7171,green_long
4965,4965,Romeo,yellow,premium,8,,304.3656,yellow_premium
4966,4966,Pietro,green,long,1,,337.34250000000003,green_long
4967,4967,Monica,yellow,artistic,28,,94.3845,yellow_artistic
4968,4968,Pietro,blue,long,0,,321.0657,blue_long
4969,4969,Romeo,blue,premium,53,,311.13530000000003,blue_premium
4970,4970,Pietro,yellow,onion,57,,352.5525,yellow_onion
4971,4971,Romeo,green,premium,56,,312.3954,green_premium
4972,4972,Romeo,green,premium,34,,297.51,green_premium
4973,4973,Pietro,green,premium,2,,326.697,green_premium
4974,4974,Pietro,blue,onion,53,,299.8364,blue_onion
4975,4975,Pietro,green,long,50,,375.408,green_long
4976,4976,Pietro,yellow,long,2,,410.2455,yellow_long
4977,4977,Romeo,green,premium,8,,326.7145,green_premium
4978,4978,Romeo,green,premium,33,,311.1024,green_premium
4979,4979,Pietro,blue,long,56,,311.74659999999994,blue_long
4980,4980,Pietro,blue,premium,20,,294.153,blue_premium
4981,4981,Monica,green,premium,36,,312.4816,green_premium
4982,4982,Romeo,green,premium,24,,300.846,green_premium
4983,4983,Romeo,green,long,6,,285.138,green_long
4984,4984,Romeo,green,long,25,,333.8712,green_long
4985,4985,Pietro,green,long,3,,419.1009,green_long
4986,4986,Pietro,yellow,long,52,,334.5836,yellow_long
4987,4987,Pietro,green,onion,43,,364.124,green_onion
4988,4988,Pietro,green,onion,32,,361.53619999999995,green_onion
4989,4989,Romeo,green,premium,39,,304.02,green_premium
4990,4990,Pietro,green,long,26,,275.5116,green_long
4991,4991,Romeo,green,premium,42,,309.582,green_premium
4992,4992,Romeo,green,onion,7,,241.19940000000003,green_onion
4993,4993,Monica,green,onion,46,,368.2228,green_onion
4994,4994,Pietro,green,long,29,,268.1686,green_long
4995,4995,Monica,green,onion,35,,256.8801,green_onion
4996,4996,Pietro,green,long,20,,357.0502,green_long
4997,4997,Monica,blue,long,41,,334.8554,blue_long
4998,4998,Romeo,green,premium,53,,314.388,green_premium
4999,4999,Romeo,green,premium,20,,309.30899999999997,green_premium
5000,5000,Pietro,blue,long,0,,352.8704,blue_long
5001,5001,Pietro,green,long,0,,399.672,green_long
5002,5002,Monica,green,artistic,40,,325.431,green_artistic
5003,5003,Pietro,green,long,5,,316.54679999999996,green_long
5004,5004,Monica,yellow,onion,56,,398.6904,yellow_onion
5005,5005,Pietro,blue,long,46,,387.3688,blue_long
5006,5006,Pietro,yellow,long,9,,461.27379999999994,yellow_long
5007,5007,Pietro,green,long,50,,401.0726,green_long
5008,5008,Monica,green,onion,2,,209.3756,green_onion
5009,5009,Pietro,green,long,38,,398.82,green_long
5010,5010,Pietro,green,long,43,,402.0172,green_long
5011,5011,Pietro,green,long,27,,347.2865,green_long
5012,5012,Monica,green,artistic,11,,162.4546,green_artistic
5013,5013,Pietro,green,long,21,,292.2,green_long
5014,5014,Romeo,green,premium,27,,312.3692,green_premium
5015,5015,Monica,green,artistic,19,,536.4009,green_artistic
5016,5016,Monica,green,onion,32,,195.95839999999998,green_onion
5017,5017,Pietro,green,long,29,,321.0102,green_long
5018,5018,Pietro,green,premium,55,,304.6465,green_premium
5019,5019,Pietro,green,long,12,,405.1708,green_long
5020,5020,Romeo,green,long,30,,395.15840000000003,green_long
5021,5021,Romeo,blue,premium,55,,353.14090000000004,blue_premium
5022,5022,Pietro,green,onion,13,,353.33109999999994,green_onion
5023,5023,Pietro,green,long,45,,474.3881999999999,green_long
5024,5024,Pietro,green,long,17,,372.824,green_long
5025,5025,Pietro,green,long,38,,352.38719999999995,green_long
5026,5026,Monica,blue,long,57,,395.19900000000007,blue_long
5027,5027,Romeo,green,long,39,,307.4274,green_long
5028,5028,Pietro,green,premium,31,,310.3878,green_premium
5029,5029,Romeo,blue,premium,30,,296.0994,blue_premium
5030,5030,Pietro,green,onion,13,,326.30989999999997,green_onion
5031,5031,Romeo,blue,premium,24,,316.82160000000005,blue_premium
5032,5032,Pietro,green,long,21,,370.14399999999995,green_long
5033,5033,Monica,green,long,59,,355.18000000000006,green_long
5034,5034,Pietro,green,long,29,3.56,367.7094,green_long
5035,5035,Pietro,green,onion,51,,284.7821,green_onion
5036,5036,Monica,green,artistic,35,,201.55259999999998,green_artistic
5037,5037,Pietro,green,long,9,,287.3276,green_long
5038,5038,Romeo,green,premium,37,,297.88,green_premium
5039,5039,Monica,blue,artistic,32,,329.8779,blue_artistic
5040,5040,Monica,green,long,6,,402.4675,green_long
5041,5041,Monica,green,artistic,35,,266.36499999999995,green_artistic
5042,5042,Romeo,green,premium,49,,319.3736,green_premium
5043,5043,Pietro,yellow,onion,50,,417.7811,yellow_onion
5044,5044,Romeo,blue,premium,32,,321.37870000000004,blue_premium
5045,5045,Romeo,yellow,long,21,,343.49639999999994,yellow_long
5046,5046,Monica,green,artistic,10,,191.89479999999998,green_artistic
5047,5047,Romeo,green,artistic,25,,279.4348,green_artistic
5048,5048,Romeo,green,premium,24,,301.1904,green_premium
5049,5049,Pietro,green,premium,14,,320.112,green_premium
5050,5050,Pietro,green,long,34,,350.9376,green_long
5051,5051,Romeo,blue,long,13,,338.1,blue_long
5052,5052,Romeo,green,premium,20,,311.97209999999995,green_premium
5053,5053,Monica,blue,onion,24,,309.17539999999997,blue_onion
5054,5054,Monica,yellow,onion,23,,417.128,yellow_onion
5055,5055,Monica,green,artistic,37,,155.021,green_artistic
5056,5056,Romeo,green,long,3,,249.86399999999998,green_long
5057,5057,Pietro,green,premium,25,,299.0215,green_premium
5058,5058,Monica,green,artistic,30,,345.1531,green_artistic
5059,5059,Romeo,green,long,58,,376.1368,green_long
5060,5060,Pietro,green,long,30,,381.2622,green_long
5061,5061,Pietro,green,long,24,,266.7762,green_long
5062,5062,Pietro,green,long,3,,422.464,green_long
5063,5063,Romeo,green,premium,56,,296.86140000000006,green_premium
5064,5064,Monica,green,long,1,,344.51849999999996,green_long
5065,5065,Romeo,blue,premium,7,,290.76300000000003,blue_premium
5066,5066,Pietro,green,long,19,,391.243,green_long
5067,5067,Monica,green,premium,6,,300.1392,green_premium
5068,5068,Pietro,green,onion,0,,238.4901,green_onion
5069,5069,Monica,green,long,36,,401.85600000000005,green_long
5070,5070,Pietro,green,long,0,,305.7508,green_long
5071,5071,Pietro,blue,long,37,,390.9301,blue_long
5072,5072,Monica,green,premium,32,,296.352,green_premium
5073,5073,Pietro,green,long,17,,311.91,green_long
5074,5074,Pietro,green,long,30,,307.8132,green_long
5075,5075,Pietro,green,long,55,,354.3048,green_long
5076,5076,Pietro,green,long,45,,412.67159999999996,green_long
5077,5077,Pietro,green,long,9,,269.39439999999996,green_long
5078,5078,Romeo,blue,premium,41,,297.27500000000003,blue_premium
5079,5079,Romeo,blue,premium,17,,332.9756,blue_premium
5080,5080,Monica,green,artistic,14,,300.2472,green_artistic
5081,5081,Pietro,green,long,51,,383.1597,green_long
5082,5082,Pietro,blue,long,2,,395.1948,blue_long
5083,5083,Pietro,green,long,23,,338.16440000000006,green_long
5084,5084,Pietro,green,long,3,,336.4508,green_long
5085,5085,Pietro,blue,long,21,,281.9586,blue_long
5086,5086,Pietro,blue,long,42,,360.2584,blue_long
5087,5087,Pietro,green,long,45,,427.68,green_long
5088,5088,Pietro,green,onion,14,,285.0666,green_onion
5089,5089,Romeo,green,premium,1,,308.415,green_premium
5090,5090,Pietro,blue,long,47,,333.0432,blue_long
5091,5091,Romeo,green,long,5,,314.022,green_long
5092,5092,Romeo,green,artistic,6,,153.6387,green_artistic
5093,5093,Romeo,green,long,51,,421.6564,green_long
5094,5094,Monica,green,long,16,,306.089,green_long
5095,5095,Monica,green,long,48,,451.87600000000003,green_long
5096,5096,Monica,green,onion,11,,323.2744,green_onion
5097,5097,Pietro,green,long,38,,368.0229,green_long
5098,5098,Monica,blue,artistic,28,,310.9141,blue_artistic
5099,5099,Pietro,green,onion,32,,351.52,green_onion
5100,5100,Romeo,green,onion,55,,358.99869999999993,green_onion
5101,5101,Monica,green,onion,31,,293.9328,green_onion
5102,5102,Pietro,green,long,5,,289.17199999999997,green_long
5103,5103,Pietro,blue,long,34,,326.952,blue_long
5104,5104,Pietro,yellow,long,45,,424.2505,yellow_long
5105,5105,Monica,green,onion,12,,231.10680000000002,green_onion
5106,5106,Pietro,blue,premium,57,,309.1718,blue_premium
5107,5107,Pietro,green,onion,18,,255.41099999999997,green_onion
5108,5108,Pietro,green,long,37,,339.8184,green_long
5109,5109,Monica,yellow,artistic,54,,141.76600000000002,yellow_artistic
5110,5110,Pietro,green,long,20,,365.1582,green_long
5111,5111,Pietro,blue,long,15,,329.3455,blue_long
5112,5112,Pietro,green,onion,55,,228.7163,green_onion
5113,5113,Pietro,green,onion,37,,300.1922,green_onion
5114,5114,Pietro,blue,long,32,,296.7072,blue_long
5115,5115,Monica,green,long,51,,312.64500000000004,green_long
5116,5116,Romeo,green,premium,54,,298.908,green_premium
5117,5117,Monica,green,premium,44,,332.3448,green_premium
5118,5118,Monica,green,artistic,31,,362.53749999999997,green_artistic
5119,5119,Pietro,green,long,22,,430.8339,green_long
5120,5120,Monica,green,premium,25,,288.62600000000003,green_premium
5121,5121,Romeo,blue,premium,58,,299.1638,blue_premium
5122,5122,Monica,green,artistic,56,,348.9948,green_artistic
5123,5123,Monica,green,premium,27,,308.88630000000006,green_premium
5124,5124,Monica,green,premium,49,,305.0892,green_premium
5125,5125,Romeo,green,premium,14,,320.616,green_premium
5126,5126,Pietro,green,long,27,,395.68360000000007,green_long
5127,5127,Pietro,blue,long,47,,309.0561,blue_long
5128,5128,Pietro,green,onion,25,,239.6388,green_onion
5129,5129,Romeo,blue,premium,51,,310.80060000000003,blue_premium
5130,5130,Pietro,blue,long,28,,394.236,blue_long
5131,5131,Pietro,blue,long,17,,403.5808,blue_long
5132,5132,Pietro,green,long,59,,342.49409999999995,green_long
5133,5133,Pietro,green,long,15,,416.7204,green_long
5134,5134,Romeo,blue,premium,9,,336.31289999999996,blue_premium
5135,5135,Monica,green,onion,33,,338.652,green_onion
5136,5136,Monica,green,long,25,,398.61120000000005,green_long
5137,5137,Pietro,green,premium,53,,305.68719999999996,green_premium
5138,5138,Pietro,green,long,39,,364.2372,green_long
5139,5139,Monica,blue,artistic,13,,337.4592,blue_artistic
5140,5140,Pietro,green,long,5,,300.99830000000003,green_long
5141,5141,Monica,green,long,39,,365.4588,green_long
5142,5142,Monica,green,onion,7,,271.91790000000003,green_onion
5143,5143,Monica,green,premium,59,,299.1114,green_premium
5144,5144,Romeo,blue,premium,37,,318.528,blue_premium
5145,5145,Romeo,blue,long,17,,329.48199999999997,blue_long
5146,5146,Pietro,green,long,16,,366.4604,green_long
5147,5147,Monica,green,long,46,,482.8824,green_long
5148,5148,Monica,yellow,long,57,,232.36559999999997,yellow_long
5149,5149,Monica,green,artistic,3,,238.47089999999997,green_artistic
5150,5150,Romeo,green,long,47,,376.872,green_long
5151,5151,Romeo,yellow,artistic,32,,208.1321,yellow_artistic
5152,5152,Pietro,blue,long,44,,378.82469999999995,blue_long
5153,5153,Romeo,green,long,20,,431.57070000000004,green_long
5154,5154,Pietro,green,long,45,,388.66799999999995,green_long
5155,5155,Monica,yellow,long,56,,297.8406,yellow_long
5156,5156,Pietro,green,long,26,,345.6544,green_long
5157,5157,Pietro,green,long,47,,318.895,green_long
5158,5158,Romeo,green,long,50,,343.5921,green_long
5159,5159,Monica,green,onion,25,,375.5436,green_onion
5160,5160,Monica,green,onion,51,,252.5268,green_onion
5161,5161,Romeo,blue,artistic,45,,209.29049999999998,blue_artistic
5162,5162,Pietro,green,long,22,,422.3928,green_long
5163,5163,Monica,green,premium,15,,319.37,green_premium
5164,5164,Monica,yellow,onion,48,,219.65789999999998,yellow_onion
5165,5165,Pietro,green,long,19,,372.3476,green_long
5166,5166,Romeo,green,premium,3,,305.59590000000003,green_premium
5167,5167,Pietro,green,long,32,,424.5606,green_long
5168,5168,Monica,blue,artistic,50,,238.7468,blue_artistic
5169,5169,Romeo,blue,artistic,49,,234.9,blue_artistic
5170,5170,Monica,yellow,long,20,,325.547,yellow_long
5171,5171,Pietro,green,long,18,,417.77639999999997,green_long
5172,5172,Romeo,green,premium,11,,290.8444,green_premium
5173,5173,Pietro,green,long,37,,325.2262,green_long
5174,5174,Pietro,green,long,55,,345.3177,green_long
5175,5175,Pietro,green,long,12,,454.4668,green_long
5176,5176,Romeo,green,long,10,,371.5254,green_long
