,bottle,producer,color,shape,width,height,age
5411,5411,Monica,green,onion,21.72,14.17,52
5412,5412,Pietro,blue,long,10.61,28.47,30
5413,5413,Pietro,green,long,10.56,28.9,37
5414,5414,Pietro,green,onion,17.82,15.25,57
5415,5415,Pietro,green,long,12.52,28.44,11
5416,5416,Romeo,blue,artistic,8.63,27.95,55
5417,5417,Romeo,green,premium,13.73,21.66,45
5418,5418,Pietro,blue,long,11.82,29.65,13
5419,5419,Romeo,blue,onion,19.92,15.19,5
5420,5420,Romeo,blue,premium,13.59,22.17,20
5421,5421,Romeo,green,premium,14.01,22.06,28
5422,5422,Monica,green,onion,21.35,19.1,32
5423,5423,Pietro,green,long,12.13,32.76,31
5424,5424,Romeo,green,artistic,16.49,19.34,0
5425,5425,Romeo,green,artistic,7.99,14.1,4
5426,5426,Monica,yellow,artistic,14.07,13.61,10
5427,5427,Monica,green,artistic,12.93,19.66,25
5428,5428,Monica,green,long,12.46,32.34,22
5429,5429,Romeo,green,premium,14.56,22.27,13
5430,5430,Romeo,blue,premium,14.58,22.28,3
5431,5431,Romeo,green,long,11.87,30.67,14
5432,5432,Pietro,blue,long,11.96,28.01,9
5433,5433,Monica,green,artistic,15.78,16.6,9
5434,5434,Romeo,blue,premium,13.93,21.82,36
5435,5435,Pietro,green,long,13.39,30.75,49
5436,5436,Romeo,blue,premium,14.4,21.92,33
5437,5437,Pietro,blue,long,12.62,32.35,30
5438,5438,Monica,blue,long,11.16,28.6,32
5439,5439,Pietro,blue,long,12.38,24.05,1
5440,5440,Pietro,green,long,13.63,31.74,1
5441,5441,Pietro,green,long,11.69,28.95,47
5442,5442,Pietro,green,long,10.24,34.39,51
5443,5443,Romeo,yellow,premium,13.68,22.12,42
5444,5444,Pietro,green,long,11.36,30.82,38
5445,5445,Pietro,yellow,long,9.74,31.0,22
5446,5446,Monica,blue,artistic,14.23,24.97,0
5447,5447,Monica,blue,long,12.31,27.12,26
5448,5448,Romeo,green,premium,13.73,22.53,43
5449,5449,Romeo,yellow,artistic,9.64,21.01,25
5450,5450,Pietro,green,long,10.09,30.85,49
5451,5451,Pietro,green,long,11.17,30.12,40
5452,5452,Pietro,green,long,12.71,25.76,50
5453,5453,Monica,green,onion,15.99,16.48,23
5454,5454,Romeo,green,premium,14.46,22.18,14
5455,5455,Pietro,blue,long,13.22,32.38,8
5456,5456,Pietro,green,long,13.38,31.27,21
5457,5457,Monica,green,long,12.12,35.61,26
5458,5458,Pietro,green,onion,20.45,15.26,4
5459,5459,Romeo,green,long,12.35,27.2,34
5460,5460,Pietro,green,long,12.28,32.61,10
5461,5461,Romeo,green,artistic,24.43,18.63,27
5462,5462,Monica,blue,long,10.8,25.64,38
5463,5463,Pietro,green,long,12.06,27.74,31
5464,5464,Pietro,green,long,11.97,25.24,30
5465,5465,Pietro,green,long,12.81,35.33,51
5466,5466,Monica,blue,premium,14.87,21.17,40
5467,5467,Monica,blue,premium,14.54,22.21,2
5468,5468,Romeo,green,long,12.16,36.2,20
5469,5469,Pietro,green,long,13.09,30.93,41
5470,5470,Pietro,green,long,11.77,31.05,46
5471,5471,Pietro,blue,long,11.1,30.54,44
5472,5472,Monica,green,long,11.83,28.38,36
5473,5473,Pietro,green,long,11.3,30.73,4
5474,5474,Monica,green,long,12.38,26.15,23
5475,5475,Pietro,green,long,10.66,30.02,39
5476,5476,Pietro,yellow,onion,21.1,10.7,23
5477,5477,Romeo,green,long,11.22,28.18,48
5478,5478,Monica,green,artistic,13.52,10.14,12
5479,5479,Pietro,green,long,12.79,26.21,39
5480,5480,Romeo,blue,long,11.49,28.99,20
5481,5481,Pietro,green,long,11.55,31.15,15
5482,5482,Romeo,green,artistic,21.72,28.8,1
5483,5483,Pietro,green,long,11.92,27.9,53
5484,5484,Pietro,green,long,13.67,34.54,42
5485,5485,Monica,green,onion,15.71,13.86,57
5486,5486,Pietro,green,long,13.48,29.49,58
5487,5487,Pietro,blue,premium,14.22,22.96,50
5488,5488,Romeo,green,premium,13.43,21.55,24
5489,5489,Monica,green,premium,14.2,22.44,32
5490,5490,Pietro,green,premium,13.45,21.77,5
5491,5491,Romeo,green,long,11.78,29.97,9
5492,5492,Romeo,green,premium,14.62,21.8,57
5493,5493,Pietro,green,onion,17.64,13.69,25
5494,5494,Romeo,green,premium,13.12,21.91,18
5495,5495,Pietro,yellow,long,11.76,27.43,1
5496,5496,Romeo,green,premium,14.11,21.68,49
5497,5497,Romeo,green,artistic,18.41,23.24,59
5498,5498,Monica,yellow,artistic,13.62,21.98,35
5499,5499,Monica,green,artistic,9.72,19.13,27
5500,5500,Romeo,blue,premium,13.45,21.46,59
5501,5501,Romeo,green,long,9.16,30.26,20
5502,5502,Monica,blue,long,11.79,32.48,31
5503,5503,Pietro,green,long,13.24,28.93,6
5504,5504,Monica,yellow,artistic,7.86,22.81,51
5505,5505,Monica,green,onion,18.49,13.6,35
5506,5506,Monica,green,long,12.09,27.44,42
5507,5507,Monica,green,artistic,11.4,31.4,45
5508,5508,Pietro,blue,long,12.82,28.55,12
5509,5509,Monica,green,artistic,13.73,18.53,44
5510,5510,Pietro,green,long,11.53,34.42,9
5511,5511,Monica,green,long,12.09,35.61,38
5512,5512,Romeo,green,artistic,8.76,22.16,55
5513,5513,Romeo,green,premium,14.76,22.62,9
5514,5514,Pietro,green,long,12.65,31.43,28
5515,5515,Monica,green,long,10.94,26.19,49
5516,5516,Pietro,green,long,12.06,28.8,15
5517,5517,Monica,green,artistic,13.75,22.77,49
5518,5518,Pietro,blue,long,11.97,33.15,46
5519,5519,Romeo,blue,artistic,10.5,21.08,27
5520,5520,Romeo,blue,artistic,10.52,25.72,45
5521,5521,Pietro,green,long,13.08,34.62,54
5522,5522,Pietro,green,long,12.9,32.89,44
5523,5523,Pietro,blue,long,12.25,29.1,10
5524,5524,Pietro,green,long,12.26,33.85,28
5525,5525,Pietro,green,premium,14.82,22.49,44
5526,5526,Monica,green,premium,13.51,21.99,46
5527,5527,Pietro,yellow,long,13.19,31.04,27
5528,5528,Romeo,green,premium,14.13,21.86,53
5529,5529,Romeo,green,premium,13.38,21.06,33
5530,5530,Monica,blue,artistic,11.68,17.97,48
5531,5531,Pietro,green,long,10.28,29.0,47
5532,5532,Pietro,green,long,11.78,33.41,56
5533,5533,Monica,blue,onion,18.5,16.94,27
5534,5534,Pietro,green,long,11.37,28.6,21
5535,5535,Pietro,yellow,onion,21.45,17.89,14
5536,5536,Pietro,green,long,12.55,32.67,2
5537,5537,Romeo,green,premium,13.48,21.92,26
5538,5538,Monica,blue,artistic,1.51,25.55,57
5539,5539,Monica,blue,onion,19.81,16.6,49
5540,5540,Pietro,yellow,onion,21.36,12.61,20
5541,5541,Monica,green,premium,14.5,22.34,48
5542,5542,Pietro,blue,long,11.79,32.32,3
5543,5543,Monica,green,onion,19.41,11.83,16
5544,5544,Pietro,green,onion,20.36,14.09,8
5545,5545,Romeo,green,long,12.17,36.01,47
5546,5546,Romeo,green,premium,14.34,22.15,40
5547,5547,Pietro,green,long,12.04,33.17,37
5548,5548,Monica,green,artistic,12.52,24.8,34
5549,5549,Pietro,green,long,11.17,33.28,42
5550,5550,Monica,green,premium,14.25,22.2,39
5551,5551,Pietro,green,long,12.81,28.55,0
5552,5552,Monica,green,premium,13.83,21.03,47
5553,5553,Romeo,green,premium,13.41,22.69,52
5554,5554,Pietro,blue,long,13.34,30.49,55
5555,5555,Monica,green,onion,20.89,13.6,19
5556,5556,Pietro,blue,onion,18.28,13.53,37
5557,5557,Pietro,blue,onion,23.24,13.98,7
5558,5558,Pietro,blue,long,13.18,32.16,23
5559,5559,Romeo,yellow,premium,12.93,21.08,50
5560,5560,Romeo,green,premium,15.04,21.73,30
5561,5561,Pietro,green,onion,19.96,16.9,9
5562,5562,Romeo,green,premium,14.47,21.77,49
5563,5563,Pietro,yellow,long,11.93,28.74,23
5564,5564,Romeo,green,premium,13.73,22.62,38
5565,5565,Pietro,green,long,12.39,33.07,44
5566,5566,Monica,green,onion,19.56,19.44,4
5567,5567,Monica,green,long,13.88,34.94,8
5568,5568,Monica,yellow,long,13.34,31.3,11
5569,5569,Pietro,green,long,11.92,29.4,52
5570,5570,Pietro,green,long,10.22,30.98,14
5571,5571,Pietro,blue,onion,20.92,10.79,26
5572,5572,Monica,yellow,long,12.53,30.29,48
5573,5573,Pietro,green,onion,18.41,14.81,15
5574,5574,Pietro,green,long,14.23,26.28,20
5575,5575,Pietro,green,long,12.04,28.02,44
5576,5576,Monica,yellow,artistic,14.01,26.56,31
5577,5577,Romeo,green,premium,14.17,22.13,50
5578,5578,Pietro,green,long,12.94,32.56,14
5579,5579,Romeo,green,premium,13.69,22.27,22
5580,5580,Pietro,green,premium,14.42,21.94,20
5581,5581,Pietro,green,long,12.59,30.89,22
5582,5582,Romeo,green,artistic,16.82,24.7,13
5583,5583,Romeo,green,premium,15.11,22.86,56
5584,5584,Romeo,green,premium,14.54,21.74,28
5585,5585,Pietro,green,long,12.29,25.01,45
5586,5586,Monica,green,onion,20.76,14.33,46
5587,5587,Pietro,blue,long,11.96,29.5,2
5588,5588,Monica,green,onion,22.17,15.88,26
5589,5589,Pietro,green,long,13.52,31.22,49
5590,5590,Monica,green,premium,13.62,21.51,6
5591,5591,Pietro,green,onion,20.45,13.1,31
5592,5592,Romeo,green,premium,13.29,21.52,37
5593,5593,Pietro,blue,long,12.33,30.04,53
5594,5594,Romeo,green,long,13.38,34.04,3
5595,5595,Pietro,green,long,12.44,33.68,25
5596,5596,Monica,blue,artistic,15.69,25.82,14
5597,5597,Pietro,yellow,onion,22.83,16.1,22
5598,5598,Romeo,green,premium,14.6,22.58,31
5599,5599,Pietro,green,long,11.98,31.22,9
5600,5600,Monica,green,onion,20.4,15.05,23
5601,5601,Pietro,green,long,12.43,34.33,10
5602,5602,Pietro,blue,onion,19.87,17.52,44
5603,5603,Monica,yellow,onion,22.32,15.57,53
5604,5604,Monica,green,artistic,7.96,18.17,42
5605,5605,Pietro,green,long,12.37,28.17,52
5606,5606,Monica,green,long,13.24,30.98,2
5607,5607,Pietro,green,long,10.66,33.58,9
5608,5608,Monica,green,premium,14.82,21.98,11
5609,5609,Romeo,blue,premium,13.94,21.89,3
5610,5610,Pietro,blue,long,12.11,26.98,25
5611,5611,Monica,green,premium,14.5,22.26,52
5612,5612,Romeo,yellow,long,13.57,34.69,41
5613,5613,Monica,green,long,12.22,30.86,37
5614,5614,Monica,green,premium,13.99,21.45,59
5615,5615,Pietro,green,long,12.65,30.44,57
5616,5616,Pietro,green,long,12.41,25.28,2
5617,5617,Monica,blue,long,11.21,28.28,56
5618,5618,Monica,green,artistic,16.76,25.16,6
5619,5619,Monica,blue,artistic,13.46,24.66,41
5620,5620,Pietro,green,onion,20.75,13.41,35
5621,5621,Pietro,green,onion,19.67,12.24,2
5622,5622,Romeo,blue,premium,14.67,21.6,47
5623,5623,Pietro,green,long,12.72,30.12,0
5624,5624,Romeo,green,long,12.24,28.09,40
5625,5625,Pietro,yellow,long,12.35,31.62,30
5626,5626,Pietro,blue,onion,16.32,17.33,38
5627,5627,Pietro,green,long,10.78,26.01,59
5628,5628,Pietro,blue,premium,13.85,21.31,11
5629,5629,Monica,yellow,premium,13.62,21.82,36
5630,5630,Romeo,blue,long,12.95,36.66,55
5631,5631,Pietro,blue,long,9.93,28.22,7
5632,5632,Romeo,green,premium,14.02,21.6,54
5633,5633,Pietro,green,long,12.07,28.41,12
5634,5634,Romeo,green,premium,14.53,21.51,56
5635,5635,Pietro,blue,long,10.5,37.04,18
5636,5636,Pietro,blue,long,11.6,28.46,22
5637,5637,Romeo,green,premium,14.73,21.29,37
5638,5638,Romeo,green,premium,14.18,22.78,36
5639,5639,Romeo,green,premium,13.85,22.03,46
5640,5640,Romeo,green,long,12.57,30.47,53
5641,5641,Romeo,green,premium,13.53,22.41,19
5642,5642,Monica,green,artistic,10.71,11.03,26
5643,5643,Pietro,green,premium,13.78,23.03,46
5644,5644,Pietro,green,long,10.15,28.69,10
5645,5645,Romeo,green,long,11.63,30.24,31
5646,5646,Romeo,green,premium,14.33,22.17,5
5647,5647,Pietro,green,long,13.28,30.84,45
5648,5648,Pietro,green,long,13.31,33.84,5
5649,5649,Monica,green,long,9.43,29.34,21
5650,5650,Pietro,green,long,13.01,36.03,26
5651,5651,Pietro,yellow,premium,14.36,22.63,58
5652,5652,Monica,green,premium,14.42,22.54,16
5653,5653,Pietro,green,long,13.17,30.71,41
5654,5654,Pietro,green,onion,16.53,18.27,17
5655,5655,Pietro,green,onion,20.7,16.48,53
5656,5656,Pietro,green,long,12.05,26.0,16
5657,5657,Pietro,green,long,11.8,37.48,30
5658,5658,Pietro,yellow,onion,19.17,13.51,19
5659,5659,Monica,green,onion,18.75,17.49,11
5660,5660,Romeo,green,premium,14.86,22.59,49
5661,5661,Monica,green,onion,20.64,15.04,32
5662,5662,Monica,green,premium,12.77,21.88,21
5663,5663,Romeo,green,premium,14.97,22.81,50
5664,5664,Pietro,blue,long,11.0,31.11,18
5665,5665,Pietro,green,long,12.07,32.86,24
5666,5666,Romeo,green,long,11.09,27.8,20
5667,5667,Pietro,blue,long,11.37,33.68,50
5668,5668,Pietro,yellow,long,11.7,30.93,2
5669,5669,Monica,green,premium,14.73,21.52,9
5670,5670,Pietro,blue,onion,21.67,16.21,11
5671,5671,Monica,green,onion,20.87,16.27,25
5672,5672,Romeo,green,long,12.1,25.16,31
5673,5673,Pietro,green,long,9.11,25.75,33
5674,5674,Romeo,blue,premium,14.02,21.24,47
5675,5675,Romeo,green,long,10.62,29.03,11
5676,5676,Pietro,green,long,11.67,35.73,32
5677,5677,Pietro,yellow,long,11.83,27.47,13
5678,5678,Pietro,green,premium,13.87,21.85,8
5679,5679,Pietro,green,onion,21.16,11.44,36
5680,5680,Monica,blue,long,13.12,26.01,55
5681,5681,Romeo,green,premium,13.51,21.73,11
5682,5682,Monica,green,artistic,7.51,22.32,58
5683,5683,Monica,green,artistic,18.58,19.26,33
5684,5684,Pietro,green,long,12.23,33.33,12
5685,5685,Pietro,green,long,11.64,28.45,8
5686,5686,Pietro,green,long,11.02,28.05,28
5687,5687,Romeo,yellow,premium,13.69,22.16,21
5688,5688,Pietro,green,long,11.0,29.42,33
5689,5689,Romeo,green,premium,13.52,21.93,9
5690,5690,Monica,green,onion,19.07,14.93,16
5691,5691,Pietro,blue,long,11.97,26.98,15
5692,5692,Pietro,green,long,12.52,31.14,57
5693,5693,Pietro,yellow,long,11.23,30.98,8
5694,5694,Pietro,green,long,11.48,30.92,53
5695,5695,Romeo,green,long,12.58,28.94,16
5696,5696,Romeo,green,premium,13.99,22.65,44
5697,5697,Pietro,green,long,13.79,30.38,29
5698,5698,Monica,blue,artistic,3.59,16.0,19
5699,5699,Pietro,green,long,12.71,25.48,58
5700,5700,Romeo,green,premium,15.18,21.83,37
5701,5701,Romeo,green,premium,13.46,21.5,13
5702,5702,Romeo,green,long,11.01,27.37,47
5703,5703,Pietro,green,long,10.36,28.81,5
5704,5704,Romeo,green,long,10.88,34.55,22
5705,5705,Pietro,green,long,13.33,33.85,28
5706,5706,Pietro,green,long,12.15,24.96,52
5707,5707,Pietro,yellow,long,11.32,27.44,22
5708,5708,Pietro,green,long,11.69,29.04,20
5709,5709,Romeo,yellow,long,12.63,28.75,25
5710,5710,Romeo,green,premium,13.85,22.67,39
5711,5711,Pietro,green,onion,21.22,15.23,10
5712,5712,Romeo,green,long,12.67,29.27,1
5713,5713,Monica,blue,long,12.08,31.56,55
5714,5714,Romeo,green,premium,14.87,21.47,58
5715,5715,Monica,green,artistic,15.92,17.65,19
5716,5716,Romeo,blue,onion,21.95,16.02,23
5717,5717,Monica,blue,onion,20.37,13.92,26
5718,5718,Romeo,blue,premium,14.4,20.86,10
5719,5719,Monica,green,onion,19.82,16.0,30
5720,5720,Romeo,blue,artistic,13.17,18.28,26
5721,5721,Pietro,green,long,11.67,25.76,54
5722,5722,Monica,blue,artistic,12.56,17.07,28
5723,5723,Pietro,green,onion,18.71,15.7,45
5724,5724,Monica,green,artistic,12.16,26.38,37
5725,5725,Pietro,blue,long,10.46,32.51,0
5726,5726,Pietro,green,long,10.23,27.89,4
5727,5727,Pietro,green,long,11.08,33.53,8
5728,5728,Romeo,blue,artistic,18.41,12.77,44
5729,5729,Pietro,green,long,12.51,30.13,45
5730,5730,Pietro,green,long,12.31,35.8,6
5731,5731,Romeo,green,long,12.24,23.15,5
5732,5732,Romeo,blue,premium,14.25,21.31,31
5733,5733,Monica,green,long,13.75,28.29,4
5734,5734,Pietro,green,long,11.86,32.38,17
5735,5735,Monica,green,artistic,10.89,22.96,35
5736,5736,Pietro,green,premium,13.4,21.76,2
5737,5737,Pietro,green,premium,13.78,22.42,57
5738,5738,Pietro,blue,long,10.89,34.0,49
5739,5739,Pietro,blue,long,11.82,26.71,12
5740,5740,Romeo,green,long,12.84,26.47,4
5741,5741,Romeo,green,premium,14.22,22.38,25
5742,5742,Pietro,green,onion,20.96,12.82,7
5743,5743,Monica,blue,onion,23.12,15.78,34
5744,5744,Romeo,blue,premium,13.93,21.07,31
5745,5745,Pietro,yellow,onion,16.49,16.89,39
5746,5746,Romeo,green,premium,14.73,21.5,38
5747,5747,Romeo,green,premium,13.96,21.09,42
5748,5748,Pietro,green,long,12.55,31.48,20
5749,5749,Romeo,green,premium,14.16,22.17,15
5750,5750,Pietro,green,premium,13.91,21.72,11
5751,5751,Monica,green,long,11.75,27.28,20
5752,5752,Pietro,green,long,12.16,32.47,9
5753,5753,Pietro,green,long,13.4,32.7,17
5754,5754,Monica,green,premium,13.35,21.11,18
5755,5755,Monica,green,onion,20.77,12.57,1
5756,5756,Monica,green,premium,13.38,22.31,12
5757,5757,Monica,green,long,10.53,29.23,34
5758,5758,Romeo,green,long,12.73,27.36,29
5759,5759,Monica,green,onion,18.75,14.79,31
5760,5760,Monica,green,long,10.55,29.41,25
5761,5761,Monica,yellow,artistic,9.74,16.83,10
5762,5762,Pietro,yellow,long,12.88,25.79,21
5763,5763,Romeo,green,premium,13.57,22.17,54
5764,5764,Pietro,green,onion,20.08,12.43,24
5765,5765,Pietro,green,onion,18.86,13.04,32
5766,5766,Romeo,blue,premium,14.04,22.61,6
5767,5767,Pietro,green,onion,19.77,16.07,12
5768,5768,Pietro,green,long,12.79,34.7,29
5769,5769,Romeo,green,premium,13.66,21.28,51
5770,5770,Monica,green,long,11.48,32.57,48
5771,5771,Pietro,blue,long,12.87,31.9,31
5772,5772,Pietro,green,long,11.38,33.39,50
5773,5773,Monica,green,artistic,11.39,12.3,9
5774,5774,Pietro,green,onion,18.34,13.13,12
5775,5775,Pietro,green,long,14.21,30.55,17
5776,5776,Romeo,green,premium,13.89,21.69,9
5777,5777,Pietro,green,onion,20.29,12.1,45
5778,5778,Pietro,green,long,11.49,25.18,9
5779,5779,Pietro,blue,long,11.65,25.69,22
5780,5780,Pietro,blue,long,11.21,31.35,3
5781,5781,Pietro,green,long,12.21,22.4,14
5782,5782,Monica,green,artistic,10.67,21.58,38
5783,5783,Monica,green,long,12.2,30.87,55
5784,5784,Monica,green,long,13.2,30.68,11
5785,5785,Monica,blue,long,11.12,30.83,16
5786,5786,Monica,green,premium,14.13,21.38,3
5787,5787,Monica,blue,artistic,13.04,23.51,29
5788,5788,Pietro,green,premium,14.68,21.96,30
5789,5789,Pietro,green,long,13.43,31.82,36
5790,5790,Monica,green,long,10.67,30.72,36
5791,5791,Romeo,green,premium,13.93,21.63,37
5792,5792,Pietro,green,long,12.86,33.54,19
5793,5793,Pietro,yellow,long,9.22,30.62,31
5794,5794,Romeo,yellow,premium,13.95,21.59,59
5795,5795,Pietro,green,long,10.66,29.75,11
5796,5796,Monica,green,onion,19.63,14.81,34
5797,5797,Pietro,green,long,10.57,22.36,44
5798,5798,Romeo,green,premium,14.44,21.45,24
5799,5799,Pietro,green,long,12.03,29.5,58
5800,5800,Monica,green,artistic,9.08,20.75,42
5801,5801,Pietro,green,onion,18.59,15.76,34
5802,5802,Monica,yellow,onion,20.19,11.33,36
5803,5803,Monica,blue,onion,19.69,11.39,21
5804,5804,Monica,green,long,10.78,30.49,5
5805,5805,Pietro,green,premium,14.6,22.05,45
5806,5806,Monica,yellow,premium,14.72,22.89,11
5807,5807,Pietro,green,long,10.59,27.22,27
5808,5808,Pietro,blue,long,11.69,24.94,12
5809,5809,Monica,green,artistic,9.48,18.66,50
5810,5810,Romeo,green,long,12.39,24.81,41
5811,5811,Monica,blue,onion,16.24,13.86,42
5812,5812,Monica,blue,onion,21.93,17.29,17
5813,5813,Monica,green,onion,16.91,16.86,42
5814,5814,Monica,yellow,artistic,5.97,17.37,57
5815,5815,Pietro,green,long,11.45,31.34,5
5816,5816,Pietro,blue,long,11.98,28.72,7
5817,5817,Pietro,green,long,11.83,34.94,37
5818,5818,Pietro,green,long,12.49,31.7,57
5819,5819,Pietro,yellow,long,11.35,29.77,43
5820,5820,Pietro,green,long,11.89,30.0,16
5821,5821,Pietro,green,long,13.7,36.34,48
5822,5822,Monica,green,onion,16.92,15.82,5
5823,5823,Romeo,green,long,9.94,27.86,28
5824,5824,Pietro,blue,long,12.22,29.29,59
5825,5825,Monica,green,premium,14.03,22.0,18
5826,5826,Monica,green,premium,14.48,22.98,27
5827,5827,Pietro,green,long,11.43,24.73,11
5828,5828,Pietro,green,long,14.05,27.7,52
5829,5829,Pietro,green,premium,14.29,21.09,47
5830,5830,Monica,green,premium,13.53,22.38,25
5831,5831,Romeo,green,premium,13.54,22.4,39
5832,5832,Pietro,green,premium,14.49,22.26,40
5833,5833,Pietro,green,long,11.15,28.73,59
5834,5834,Pietro,green,long,14.39,25.15,23
5835,5835,Romeo,blue,premium,13.54,21.68,12
5836,5836,Pietro,green,long,11.91,27.75,22
5837,5837,Monica,yellow,onion,21.28,11.16,51
5838,5838,Pietro,green,premium,14.49,21.96,56
5839,5839,Monica,green,onion,22.23,16.68,16
5840,5840,Pietro,green,long,10.91,34.26,41
5841,5841,Monica,green,onion,19.94,15.51,46
5842,5842,Pietro,green,onion,21.29,11.14,54
5843,5843,Romeo,green,premium,13.34,21.53,29
5844,5844,Romeo,green,long,12.62,28.2,59
5845,5845,Monica,green,onion,21.99,14.66,5
5846,5846,Monica,green,artistic,9.85,12.14,59
5847,5847,Pietro,blue,long,11.76,26.91,49
5848,5848,Pietro,green,long,13.57,35.15,15
5849,5849,Monica,green,artistic,12.54,14.27,38
5850,5850,Pietro,green,long,12.55,26.32,11
5851,5851,Pietro,green,onion,21.22,14.19,59
5852,5852,Monica,blue,onion,18.55,14.56,32
5853,5853,Romeo,blue,premium,13.63,22.01,1
5854,5854,Pietro,green,onion,19.0,12.66,9
5855,5855,Pietro,green,long,9.92,37.64,20
5856,5856,Pietro,green,premium,14.16,21.69,29
5857,5857,Monica,green,long,11.7,33.89,18
5858,5858,Romeo,green,artistic,8.08,26.04,8
5859,5859,Romeo,blue,premium,13.76,21.78,22
5860,5860,Monica,green,premium,13.67,22.36,31
5861,5861,Pietro,green,long,12.18,31.35,50
5862,5862,Pietro,blue,long,12.24,30.36,5
5863,5863,Monica,blue,artistic,10.73,27.31,58
5864,5864,Monica,yellow,premium,13.52,21.34,59
5865,5865,Monica,green,artistic,10.79,22.86,22
5866,5866,Pietro,green,long,13.36,25.55,10
5867,5867,Monica,green,artistic,15.3,15.76,3
5868,5868,Pietro,green,onion,19.72,10.33,8
5869,5869,Romeo,yellow,long,12.43,31.33,46
5870,5870,Pietro,green,long,12.95,28.58,47
5871,5871,Monica,green,premium,14.82,21.83,38
5872,5872,Romeo,green,long,12.52,25.12,32
5873,5873,Pietro,blue,onion,21.24,16.84,13
5874,5874,Pietro,green,long,11.15,31.46,18
5875,5875,Pietro,green,long,12.53,28.96,41
5876,5876,Romeo,yellow,long,11.34,27.81,12
5877,5877,Pietro,green,long,13.98,32.66,55
5878,5878,Romeo,green,long,10.72,24.15,6
5879,5879,Pietro,green,onion,21.43,13.57,32
5880,5880,Pietro,green,long,10.08,28.39,37
5881,5881,Romeo,yellow,long,11.14,28.29,0
5882,5882,Romeo,green,artistic,15.18,15.79,15
5883,5883,Pietro,green,long,11.73,37.07,29
5884,5884,Pietro,green,long,11.02,30.14,43
5885,5885,Romeo,green,artistic,10.87,19.77,11
5886,5886,Monica,blue,artistic,10.79,16.76,18
5887,5887,Pietro,yellow,long,11.52,27.48,2
5888,5888,Romeo,green,premium,13.98,21.9,27
5889,5889,Monica,green,long,11.02,29.67,45
5890,5890,Monica,green,onion,15.95,13.14,12
5891,5891,Monica,green,premium,13.67,21.46,54
5892,5892,Monica,green,artistic,16.56,26.11,54
5893,5893,Pietro,yellow,long,10.99,32.51,15
5894,5894,Romeo,green,premium,14.12,22.5,54
5895,5895,Pietro,blue,long,12.36,28.17,56
5896,5896,Pietro,green,long,10.84,30.67,4
5897,5897,Monica,green,premium,14.56,22.39,32
5898,5898,Romeo,blue,long,10.96,29.97,52
5899,5899,Monica,yellow,long,10.85,29.7,18
5900,5900,Romeo,green,artistic,12.73,26.78,10
